NOME_FUNDO,DOC_FUNDO,DATA_FUNDO,NOME_ORIGINADOR,DOC_ORIGINADOR,COD_ORIGINADOR,NOME_CEDENTE,DOC_CEDENTE,NOME_SACADO,DOC_SACADO,SEU_NUMERO,NU_DOCUMENTO,TIPO_RECEBIVEL,VALOR_NOMINAL,VALOR_PRESENTE,VALOR_AQUISICAO,VALOR_PDD,FAIXA_PDD,DATA_REFERENCIA,DATA_VENCIMENTO_ORIGINAL,DATA_VENCIMENTO_AJUSTADA,DATA_EMISSAO,DATA_AQUISICAO,PRAZO,PRAZO_ATUAL,SITUACAO_RECEBIVEL,TAXA_CESSAO,TX_RECEBIVEL,COOBRIGACAO,CHAVE_NF,NOSSO_NUMERO,Unnamed: 31,Dias_Emissao,Dias_Hoje,sumDias_Hoje,Yield_ini,Yield_hje,sumYield_ini,Yield_hje_PDD,sumYield_PDD,Emissao_Month,Emissao_Year
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR66,CD_RODAR66,Duplicata de Servico Fisico,55319.41,54066.71,55319.41,1622.0,C,2020-02-28,2021-05-14,2021-05-14,2019-08-28,2019-08-30,427,302,A vencer,0.01929681,0.0,Nao,,,,430,300,16220013.0,0.0,0.019426645607446114,1050.334814330563,0.04584594069775938,2478.739180382954,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR67,CD_RODAR67,Duplicata de Servico Fisico,55319.41,54046.21,55319.41,1621.39,C,2020-02-28,2021-05-21,2021-05-21,2019-08-28,2019-08-30,432,307,A vencer,0.01929681,0.0,Nao,,,,435,305,16484094.049999999,0.0,0.019424523069651478,1049.8218529722285,0.04540527096910796,2453.982809903312,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR68,CD_RODAR68,Duplicata de Servico Fisico,55319.41,54025.72,55319.41,1620.77,C,2020-02-28,2021-05-28,2021-05-28,2019-08-28,2019-08-30,437,312,A vencer,0.01929681,0.0,Nao,,,,440,310,16747973.200000001,0.0,0.019422434842442104,1049.3110265160212,0.044978791266143014,2430.011582883088,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR69,CD_RODAR69,Duplicata de Servico Fisico,56234.27,54902.52,56234.27,1647.08,C,2020-02-28,2021-06-04,2021-06-04,2019-08-28,2019-08-30,441,316,A vencer,0.01929681,0.0,Nao,,,,444,314,17239391.279999997,0.0,0.019420929024440925,1066.2579441829482,0.04464778923715573,2451.276141548727,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR70,CD_RODAR70,Duplicata de Servico Fisico,56234.27,54881.71,56234.27,1646.45,C,2020-02-28,2021-06-11,2021-06-11,2019-08-28,2019-08-30,446,321,A vencer,0.01929681,0.0,Nao,,,,449,319,17507265.49,0.0,0.01941888790486268,1065.7417745171813,0.04424542890770855,2428.2647981384775,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR71,CD_RODAR71,Duplicata de Servico Fisico,56234.27,54860.9,56234.27,1645.83,C,2020-02-28,2021-06-18,2021-06-18,2019-08-28,2019-08-30,451,326,A vencer,0.01929681,0.0,Nao,,,,454,324,17774931.6,0.0,0.019417023784459975,1065.2354001368803,0.04385590421316521,2405.974375448035,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR72,CD_RODAR72,Duplicata de Servico Fisico,56234.27,54840.1,56234.27,1645.2,C,2020-02-28,2021-06-25,2021-06-25,2019-08-28,2019-08-30,456,331,A vencer,0.01929681,0.0,Nao,,,,459,329,18042392.9,0.0,0.01941518629496053,1064.7307579342648,0.04347817246733565,2384.347325925934,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR73,CD_RODAR73,Duplicata de Servico Fisico,57134.02,55696.41,57134.02,1670.89,C,2020-02-28,2021-07-02,2021-07-02,2019-08-28,2019-08-30,461,336,A vencer,0.01929681,0.0,Nao,,,,464,334,18602600.94,0.0,0.019413520513804183,1081.2633980802484,0.043112099701187345,2401.189180918208,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR74,CD_RODAR74,Duplicata de Servico Fisico,57134.02,55675.3,57134.02,1670.26,C,2020-02-28,2021-07-09,2021-07-09,2019-08-28,2019-08-30,466,341,A vencer,0.01929681,0.0,Nao,,,,469,339,18873926.7,0.0,0.01941169667850473,1080.7520360847545,0.042756773038903795,2380.4961659728806,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR75,CD_RODAR75,Duplicata de Servico Fisico,57134.02,55654.19,57134.02,1669.63,C,2020-02-28,2021-07-16,2021-07-16,2019-08-28,2019-08-30,471,346,A vencer,0.01929681,0.0,Nao,,,,474,344,19145041.36,0.0,0.01941003322475643,1080.249676996907,0.04241200127035105,2360.405576980359,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,FENIX CONSULTORIA DE CREDITO EIRELI,26.154.553/0001-92,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,CD_RODAR76,CD_RODAR76,Duplicata de Servico Fisico,57134.02,55633.09,57134.02,1668.99,C,2020-02-28,2021-07-23,2021-07-23,2019-08-28,2019-08-30,476,351,A vencer,0.01929681,0.0,Nao,,,,479,349,19415948.41,0.0,0.01940839102977887,1079.7487649148804,0.042077046913243654,2340.8761378587064,8,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODOTRAC RODAS DE TRATORES LTDA,31.736.240/0001-82,0000000013260000000056826,22365001,Duplicata,30097.36,30065.36,29021.48,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2020-01-10,2020-01-10,34,1,A vencer,0.30742853,0.30969887,Sim,43200188644091000220550010000223651397010443,,,35,-1,-30065.36,0.29964187606341497,-0.2351480638018828,-7069.811191506576,-0.2351480638018828,-7069.811191506576,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODOTRAC RODAS DE TRATORES LTDA,31.736.240/0001-82,0000000013260000000056827,22366001,Duplicata,12005.91,11993.15,11576.74,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2020-01-10,2020-01-10,34,1,A vencer,0.30742853,0.30969791,Sim,43200188644091000220550010000223661286842383,,,35,-1,-11993.15,0.29964095061629314,-0.2350696696663257,-2819.225808758694,-0.2350696696663257,-2819.225808758694,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,RODOTRAC RODAS DE TRATORES LTDA,31.736.240/0001-82,0000000013260000000056828,22367001,Duplicata,6002.96,5996.58,5788.38,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2020-01-10,2020-01-10,34,1,A vencer,0.30742853,0.30968922,Sim,43200188644091000220550010000223671797626055,,,35,-1,-5996.58,0.299632578771865,-0.23506949884404627,-1409.613055378231,-0.23506949884404627,-1409.613055378231,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,USICAMP IMPLEMENTOS PARA TRANSPORTES LTD,79.743.837/0001-80,0000000013260000000055021,22238002,Duplicata,26597.0,26563.67,24573.64,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2019-11-29,2019-11-29,62,1,A vencer,0.37164753,0.37933458,Sim,43191188644091000220550010000222381893896592,,,63,-1,-26563.67,0.37231132256826904,-0.2709343849851955,-7197.011594399688,-0.2709343849851955,-7197.011594399688,11,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,RODAROS INDUSTRIA DE RODAS LTDA,88.644.091/0001-49,VICKER ACESSORIOS PARA MOLAS L,11.751.834/0001-55,0000000013260000000057509,22515003,Duplicata,190000.0,189716.07,185397.96,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2020-02-05,2020-02-05,16,1,A vencer,0.45770157,0.47135082,Sim,43200288644091000220550010000225151215434164,003600000030,,17,-1,-189716.07,0.43830362074361484,-0.3139896047859885,-59568.87384085092,-0.3139896047859885,-59568.87384085092,2,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,DISTRIBUIDORA DE MOLAS MATO GROSSO LTDA,07.306.297/0001-67,0000000000180000000056795,6568001,Duplicata,427.52,427.06,411.41,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2020-01-08,2020-01-09,35,1,A vencer,0.31136146,0.31858299,Sim,35200120213218000131550010000065681524330170,000900000181,,37,-1,-427.06,0.2990180093315036,-0.2376055351025308,-101.47181982088681,-0.2376055351025308,-101.47181982088681,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,EURO TRUCKS INDUSTRIA E COMERCIO LTDA,30.222.430/0001-19,0000000000180000000057055,6605001,Duplicata,1914.51,1912.45,1856.23,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2020-01-16,2020-01-20,28,1,A vencer,0.31219858,0.32078664,Sim,35200120213218000131550010000066051654023035,002000000693,,31,-1,-1912.45,0.2856986326479498,-0.2376094357861308,-454.4161654691859,-0.2376094357861308,-454.4161654691859,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,FRIZZO & FILHOS LTDA,61.199.303/0002-50,0000000000180000000054994,6438003,Duplicata,152.1,151.93,142.0,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2019-11-28,2019-11-29,62,1,A vencer,0.32366201,0.32217425,Sim,35191120213218000131550010000064381073946755,,,64,-1,-151.93,0.31068528702758513,-0.24558625195262018,-37.311919259161584,-0.24558625195262018,-37.311919259161584,11,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,GUILHERME RODRIGUES MONTEFELTR,01.836.398/0001-63,0000000000180000000054746,6385003,Duplicata,3854.44,3850.34,3590.0,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2019-11-22,2019-11-25,66,1,A vencer,0.30733108,0.3117625,Sim,35191120213218000131550010000063851264738400,932900001684,,68,-1,-3850.34,0.3013343139794131,-0.23524302125187269,-905.7656144469355,-0.23524302125187269,-905.7656144469355,11,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,GUILHERME RODRIGUES MONTEFELTR,01.836.398/0001-63,0000000000180000000055489,6463002,Duplicata,2576.41,2573.58,2417.0,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2019-12-05,2019-12-05,58,1,A vencer,0.31897167,0.31983075,Sim,35191220213218000131550010000064631550858634,933900000811,,59,-1,-2573.58,0.3136375700337659,-0.24191207608926668,-622.5800807818149,-0.24191207608926668,-622.5800807818149,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,INDUSTRIA DE CARROCERIAS METALICAS IBIPO,85.462.471/0001-74,0000000000180000000056537,6519003,Duplicata,700.14,699.23,667.21,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2019-12-17,2020-01-07,37,1,A vencer,0.38581093,0.38834731,Sim,35191220213218000131550010000065191877067983,000700000136,,51,-1,-699.23,0.2687644196512726,-0.27945508913332606,-195.40338197469558,-0.27945508913332606,-195.40338197469558,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,MOLAS ORIGINAIS SOCIEDADE LTDA,09.227.887/0001-20,0000000000180000000057653,6689001,Duplicata,2140.12,2137.78,2106.3,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2020-02-05,2020-02-10,13,1,A vencer,0.31727417,0.36176068,Sim,35200220213218000131550010000066891655683288,004100001584,,17,-1,-2137.78,0.2663322362872129,-0.24094929300900592,-515.0965796087927,-0.24094929300900592,-515.0965796087927,2,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,NEWTRUCKS COMERCIAL LTDA,67.737.197/0001-17,0000000000180000000054883,6425003,Duplicata,544.5,543.89,507.43,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2019-11-28,2019-11-28,63,1,A vencer,0.32891747,0.32582736,Sim,35191120213218000131550010000064251839514151,,,64,-1,-543.89,0.3199975291881316,-0.24608247868913302,-133.84179933423255,-0.24608247868913302,-133.84179933423255,11,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,PIERINO GOTTI IND DE IMPL ROD E MEC LTDA,76.515.782/0001-63,0000000000180000000055505,6473004,Duplicata,1411.95,1410.4,1325.54,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2019-12-05,2019-12-05,58,1,A vencer,0.31897167,0.31571955,Sim,35191220213218000131550010000064731664542110,933900001362,,59,-1,-1410.4,0.3096149063244593,-0.24178678421247202,-341.01608045327055,-0.24178678421247202,-341.01608045327055,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,PIERINO GOTTI IND DE IMPL ROD E MEC LTDA,76.515.782/0001-63,0000000000180000000057050,6603002,Duplicata,417.56,417.11,405.14,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2020-01-15,2020-01-20,28,1,A vencer,0.31219858,0.31227207,Sim,35200120213218000131550010000066031943433270,002000000642,,32,-1,-417.11,0.2684428378056687,-0.23793557588245617,-99.2453080563313,-0.23793557588245617,-99.2453080563313,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,ROSSETTI EQUIPAMENTOS ROD. LTDA,59.884.502/0001-75,0000000000180000000054886,6426003,Duplicata,367.15,366.74,342.15,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2019-11-28,2019-11-28,63,1,A vencer,0.32891747,0.3258914,Sim,35191120213218000131550010000064261802416943,,,64,-1,-366.74,0.32006028774611517,-0.24540048313362028,-89.9981731844239,-0.24540048313362028,-89.9981731844239,11,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,STRUCS E MONTEIRO C. E I. DE PCS FR E AC,23.159.930/0001-98,0000000000180000000057484,6667001,Duplicata,1837.04,1835.04,1800.38,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2020-01-30,2020-02-03,18,1,A vencer,0.31639857,0.3260566,Sim,35200120213218000131550010000066671073564579,,,21,-1,-1835.04,0.27365907940101475,-0.24005092200858613,-440.50304392263587,-0.24005092200858613,-440.50304392263587,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,TRANSMOLAS DISTRIBUIDORA DE PECAS AUTOMO,20.737.974/0001-60,0000000000180000000055593,6486004,Duplicata,1753.07,1751.19,1650.91,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2019-12-06,2019-12-09,56,1,A vencer,0.3107172,0.31021138,Sim,35191220213218000131550010000064861055273133,,,58,-1,-1751.19,0.2980610370662493,-0.236918868869895,-414.88995397627144,-0.236918868869895,-414.88995397627144,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,TRANSMOLAS DISTRIBUIDORA DE PECAS AUTOMO,20.737.974/0001-60,0000000000180000000056551,6526004,Duplicata,971.49,970.23,925.0,0.0,AA,2020-02-28,2020-03-02,2020-03-02,2019-12-18,2020-01-07,37,1,A vencer,0.38581093,0.39651989,Sim,35191220213218000131550010000065261290221765,000700000284,,50,-1,-970.23,0.28036818227433247,-0.27895251937642274,-270.64810287458664,-0.27895251937642274,-270.64810287458664,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,U BOLT IND+STRIA METAL+RGICA EIRELI EPP,20.213.218/0001-31,TRANSMOLAS DISTRIBUIDORA DE PECAS AUTOMO,20.737.974/0001-60,0000000000180000000057066,6608001,Duplicata,1070.61,1069.46,1038.02,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2020-01-16,2020-01-20,28,1,A vencer,0.31219858,0.32077904,Sim,35200120213218000131550010000066081864324777,002000000383,,31,-1,-1069.46,0.28569195408225245,-0.23725559336207347,-253.7353668770031,-0.23725559336207347,-253.7353668770031,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,VICKER ACESS+RIOS PARA MOLAS LTDA,11.751.834/0001-55,AMERICAN BULL IMPLEMENTOS RODOVIARIOS LT,17.257.993/0001-84,0000000002330000000057323,21788002,Duplicata,7038.0,7031.01,6876.95,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2020-01-15,2020-01-27,23,1,A vencer,0.28451826,0.28869531,Sim,35200111751834000155550010000217881055962003,002700001127,,32,-1,-7031.01,0.19997028465811728,-0.22151511190865947,-1557.474966980904,-0.22151511190865947,-1557.474966980904,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,VICKER ACESS+RIOS PARA MOLAS LTDA,11.751.834/0001-55,AMERICAN BULL IMPLEMENTOS RODOVIARIOS LT,17.257.993/0001-84,0000000002330000000057477,21931001,Duplicata,5255.04,5249.74,5154.51,0.0,AA,2020-02-28,2020-03-01,2020-03-01,2020-01-31,2020-02-03,18,1,A vencer,0.2893837,0.31051186,Sim,35200111751834000155550010000219311056072000,003400000397,,20,-1,-5249.74,0.2755481551379113,-0.22452866608945843,-1178.7171195164735,-0.22452866608945843,-1178.7171195164735,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,VICKER ACESS+RIOS PARA MOLAS LTDA,11.751.834/0001-55,AUTOMOLAS LTDA,02.955.843/0001-77,0000000002330000000057576,21898001,Duplicata,935.24,934.28,922.22,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2020-01-30,2020-02-10,13,1,A vencer,0.29561616,0.31227225,Sim,35200111751834000155550010000218981056039006,004100001576,,21,-1,-934.28,0.18321166169494885,-0.22802601038815418,-213.04014098544468,-0.22802601038815418,-213.04014098544468,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,VICKER ACESS+RIOS PARA MOLAS LTDA,11.751.834/0001-55,EGSA EQUIP PARA GAS DO BRASIL LTDA,01.246.104/0001-43,0000000002330000000057473,21906001,Duplicata,2358.99,2356.61,2315.37,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2020-01-30,2020-02-03,18,1,A vencer,0.2893837,0.29861308,Sim,35200111751834000155550010000219061055899005,00340000029P,,21,-1,-2356.61,0.25103187679863304,-0.2245972769346053,-529.2881887968603,-0.2245972769346053,-529.2881887968603,1,2020
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,VICKER ACESS+RIOS PARA MOLAS LTDA,11.751.834/0001-55,GUILHERME RODRIGUES MONTEFELTR,01.836.398/0001-63,0000000002330000000057315,21713002,Duplicata,1642.33,1640.7,1604.75,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2019-12-16,2020-01-27,23,1,A vencer,0.28451826,0.2886838,Sim,35191211751834000155550010000217131055777030,002700000406,,52,-1,-1640.7,0.11871274772661988,-0.22138009227878286,-363.218317401799,-0.22138009227878286,-363.218317401799,12,2019
FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,26.631.527/0001-08,2020-03-04,ID GESTORA DE RECURSOS LTDA,21.046.086/0001-63,26631527,VICKER ACESS+RIOS PARA MOLAS LTDA,11.751.834/0001-55,MOLAS PADROEIRA LTDA,57.583.320/0001-39,0000000002330000000057263,21342004,Duplicata,602.38,601.78,588.6,0.0,AA,2020-02-28,2020-02-29,2020-02-29,2019-11-01,2020-01-27,23,1,A vencer,0.28451826,0.28859423,Sim,35191111751834000155550010000213421055549025,002700000678,,82,-1,-601.78,0.07370814088507083,-0.22207832820633933,-133.6422963480109,-0.22207832820633933,-133.6422963480109,11,2019
